country,gender,math,read,science
KAZ,male,502.897,392.267,450.749
KAZ,female,420.909,448.766,339.665
KAZ,male,435.955,380.292,398.141
KAZ,male,543.405,444.386,447.546
KAZ,male,540.822,411.697,444.475
KAZ,male,249.285,182.232,206.918
KAZ,female,531.078,551.062,574.769
KAZ,male,441.368,359.378,436.717
KAZ,female,524.976,435.506,549.7
KAZ,female,396.058,330.236,395.837
KAZ,male,331.367,283.665,322.56
KAZ,male,280.478,336.161,371.93
KAZ,male,411.616,328.726,360.369
KAZ,male,603.43,574.654,553.618
KAZ,male,551.363,469.402,565.612
KAZ,male,398.452,264.175,432.867
KAZ,male,376.621,320.395,367.881
KAZ,female,523.965,496.595,500.096
KAZ,female,454.243,565.769,526.838
KAZ,male,346.332,314.375,342.265
KAZ,female,600.623,588.005,622.914
KAZ,female,556.385,437.232,516.969
KAZ,female,476.124,375.802,442.018
KAZ,male,345.208,257.923,291.009
KAZ,male,417.954,370.143,375.584
KAZ,female,575.912,322.844,471.816
KAZ,female,530.829,552.459,551.121
KAZ,female,369.083,326.348,414.882
KAZ,female,488.554,470.824,523.943
KAZ,male,406.103,320.772,282.255
KAZ,male,445.489,534.763,536.961
KAZ,male,453.465,452.221,364.991
KAZ,male,381.732,327.453,350.817
KAZ,male,637.432,585.519,646.265
KAZ,female,477.685,459.258,456.095
KAZ,male,473.914,374.275,399.645
KAZ,male,558.989,538.179,522.306
KAZ,male,426.802,333.43,416.471
KAZ,female,475.731,444.973,479.221
KAZ,male,514.907,442.492,449.984
KAZ,female,507.293,590.785,515.659
KAZ,female,451.57,390.199,424.586
KAZ,male,383.515,319.216,404.255
KAZ,female,313.007,285.667,405.729
KAZ,male,504.968,390.438,439.478
KAZ,female,496.342,388.421,456.349
KAZ,female,485.697,441.05,503.326
KAZ,male,320.794,376.613,412.797
KAZ,male,435.134,365.051,390.43
KAZ,female,409.97,400.214,410.151
KAZ,male,480.247,437.663,460.95
KAZ,female,392.02,392.09,375.851
KAZ,male,454.575,391.803,435.022
KAZ,female,453.888,449.334,445.184
KAZ,male,370.16,284.506,271.573
KAZ,female,489.808,396.631,501.069
KAZ,male,329.489,340.565,332.889
KAZ,female,611.861,596.258,618.781
KAZ,female,600.797,607.451,539.587
KAZ,male,642.046,490.669,553.962
KAZ,female,432.397,334.382,418.815
KAZ,female,408.057,485.922,387.156
KAZ,male,598.969,385.283,520.282
KAZ,female,368.372,397.145,373.718
KAZ,female,540.975,422.086,514.675
KAZ,male,489.531,359.883,404.673
KAZ,male,333.211,345.372,380.857
KAZ,male,401.892,323.734,413.688
KAZ,male,422.432,399.549,369.382
KAZ,male,453.047,327.635,423.083
KAZ,female,483.882,463.858,474.8
KAZ,male,479.459,353.261,418.181
KAZ,female,541.936,517.059,550.602
KAZ,female,505.183,515.794,513.202
KAZ,male,379.963,277.254,377.824
KAZ,male,302.402,272.845,364.51
KAZ,male,532.109,587.243,532.888
KAZ,female,486.406,379.993,355.46
KAZ,female,303.538,390.144,463.178
KAZ,male,403.143,397.305,441.459
KAZ,female,506.004,359.123,458.443
KAZ,male,389.057,313.889,297.277
KAZ,male,377.301,410.956,445.58
KAZ,female,327.672,300.164,313.479
KAZ,female,492.682,431.468,404.979
KAZ,male,364.289,338.104,369.159
KAZ,female,367.895,342.981,400.469
KAZ,male,480.612,386.546,429.49
KAZ,female,487.232,503.158,461.665
KAZ,female,340.514,356.935,354.843
KAZ,female,349.291,420.022,383.492
KAZ,female,439.469,476.585,422.544
KAZ,male,400.818,298.579,322.147
KAZ,male,571.559,503.802,587.062
KAZ,female,563.009,606.81,569.804
KAZ,female,436.512,388.69,397.611
KAZ,female,325.281,366.226,336.581
KAZ,male,579.791,367.152,453.917
KAZ,female,544.034,580.691,570.705
KAZ,male,480.568,365,482.043
KAZ,female,379.53,239.677,367.556
KAZ,male,217.641,234.872,241.279
KAZ,female,436.238,412.151,378.828
KAZ,female,468.153,425.109,456.268
KAZ,female,454.651,536.465,458.675
KAZ,female,548.452,458.382,454.563
KAZ,female,417.071,439.46,471.9
KAZ,male,590.668,580.372,625.376
KAZ,male,469.19,387.89,440.353
KAZ,male,376.65,357.984,415.184
KAZ,female,409.607,384.39,443.361
KAZ,male,480.047,361.177,378.844
KAZ,male,375.364,466.903,323.119
KAZ,male,421.107,451.418,433.415
KAZ,female,621.715,630.478,629.078
KAZ,male,415.041,349.976,405.653
KAZ,female,326.902,342.713,273.155
KAZ,male,424.174,366.877,411.024
KAZ,female,474.813,378.429,437.123
KAZ,male,347.157,335.087,384.666
KAZ,male,395.548,436.546,414.195
KAZ,female,462.876,444.175,408.776
KAZ,male,407.498,467.45,456.588
KAZ,male,560.055,565.48,617.559
KAZ,female,428.075,437.901,429.191
KAZ,male,462.307,326.574,427.963
KAZ,female,572.271,547.592,551.172
KAZ,male,351.452,332.81,358.837
KAZ,female,377.207,409.21,357.516
KAZ,male,364.74,295.808,310.977
KAZ,female,424.657,421.734,457.075
KAZ,male,558.364,458.66,508.806
KAZ,male,566.205,493.154,529.293
KAZ,female,410.987,403.023,459.14
KAZ,female,408.606,353.886,417.846
KAZ,male,472.875,303.023,406.137
KAZ,male,292.933,233.354,303.401
KAZ,female,637.804,555.488,533.562
KAZ,female,473.352,501.105,481.084
KAZ,female,388.7,390.395,422.097
KAZ,female,393.551,364.976,316.835
KAZ,female,348.915,438.823,380.441
KAZ,female,498.412,470.764,531.67
KAZ,male,464.806,509.966,443.669
KAZ,female,355.846,404.653,391.907
KAZ,male,587.778,492.491,543.723
KAZ,male,336.47,335.369,304.581
KAZ,female,473.18,441.872,460.872
KAZ,male,492.616,528.472,517.394
KAZ,male,353.766,337.346,411.699
KAZ,female,519.842,605.22,552.621
KAZ,female,390.664,373.212,496.302
KAZ,female,375.059,376.927,419.04
KAZ,female,556.03,392.607,450.76
KAZ,female,472.412,410.827,520.25
KAZ,male,613.289,592.736,628.489
KAZ,female,557.623,432.282,423.703
KAZ,male,340.676,242.763,289.035
KAZ,male,430.668,487.141,418.753
KAZ,male,482.152,451.507,462.403
KAZ,female,438.701,423.99,461.638
KAZ,male,485.304,473.945,503.964
KAZ,female,584.659,448.215,578.151
KAZ,male,388.264,367.566,394.527
KAZ,male,489.7,455.678,409.846
KAZ,male,549.832,396.993,446.007
KAZ,female,379.243,349.957,418.747
KAZ,male,416.491,345.476,291.492
KAZ,male,354.421,283.354,426.473
KAZ,female,467.177,520.331,560.72
KAZ,male,447.752,307.694,429.598
KAZ,female,525.651,442.543,497.34
KAZ,female,519.639,488.254,490.966
KAZ,female,438.298,420.932,494.11
KAZ,male,298.318,286.825,287.377
KAZ,female,425.606,406.086,404.851
KAZ,female,321.879,260.302,289.323
KAZ,male,401.449,452.526,397.899
KAZ,male,500.3,521.106,562.871
KAZ,female,432.697,344.293,383.079
KAZ,male,459.986,458.9,557.611
KAZ,female,407.548,434.576,363.994
KAZ,female,380.918,355.152,414.116
KAZ,female,489.353,432.891,460.059
KAZ,female,571.931,540.626,592.141
KAZ,female,507.927,425.215,390.744
KAZ,male,439.539,521.824,457.662
KAZ,male,439.39,369.255,315.815
KAZ,female,434.484,321.831,406.381
KAZ,female,468.529,414.294,462.485
KAZ,female,484.356,363.806,556.725
KAZ,female,453.615,357.223,390.734
KAZ,female,355.645,462.564,365.906
KAZ,male,555.467,383.477,455.95
KAZ,male,550.1,548.448,517.247
KAZ,male,424.608,448.568,492.654
KAZ,male,608.482,621.484,634.968
KAZ,male,617.1,462.735,546.008
KAZ,female,365.923,408.097,352.61
KAZ,male,439.826,359.901,547.433
KAZ,male,435.241,341.42,374.382
KAZ,male,648.814,449.134,565.33
KAZ,male,383.369,315.888,345.622
KAZ,male,445.723,451.289,405.503
KAZ,female,406.261,325.279,392.075
KAZ,male,550.117,384.751,439.843
KAZ,female,418.406,361.052,448.941
KAZ,male,401.972,386.866,359.812
KAZ,male,378.838,336.547,367.158
KAZ,male,615.666,531.826,587.552
KAZ,male,489.688,525.96,543.137
KAZ,male,442.005,350.416,419.999
KAZ,female,317.663,328.064,365.843
KAZ,male,444.578,509.177,551.156
KAZ,male,370.633,451.659,374.665
KAZ,male,421.044,310.085,330.625
KAZ,male,493.559,510.294,472.94
KAZ,male,327.111,184.469,237.866
KAZ,male,290.74,241.55,297.8
KAZ,female,315.401,292.907,355.367
KAZ,female,331.851,258.501,346.999
KAZ,male,467.215,449.22,524.742
KAZ,male,477.677,407.455,454.034
KAZ,male,375.437,450.726,465.768
KAZ,female,400.854,429.151,425.217
KAZ,female,471.916,426.762,441.048
KAZ,male,456.099,402.69,427.163
KAZ,male,503.828,477.557,607.23
KAZ,female,449.395,478.728,459.117
KAZ,male,320.232,330.521,389.907
KAZ,female,430.587,400.669,422.464
KAZ,female,479.713,371.384,432.519
KAZ,male,538.933,461.88,616.752
KAZ,male,481.144,413.539,444.676
KAZ,female,497.659,467.246,378.035
KAZ,female,339.496,291.066,391.961
KAZ,female,457.293,484.709,526.694
KAZ,female,531.251,406.785,524.883
KAZ,female,596.012,657.201,524.18
KAZ,female,370.581,331.555,399.456
KAZ,male,236.61,226.656,296.376
KAZ,male,561.844,577.31,585.57
KAZ,male,304.864,247.034,340.244
KAZ,male,595.481,507.379,523.731
KAZ,male,472.047,454.998,528.431
KAZ,female,492.48,491.331,442.933
KAZ,male,532.915,530.439,486.098
KAZ,female,435.608,461.659,467.729
KAZ,male,497.673,472.529,554.688
KAZ,female,496.274,441.515,445.708
KAZ,female,338.962,327.268,349.316
KAZ,male,611.61,618.998,652.289
KAZ,female,551.002,563.595,535.164
KAZ,male,471.297,439.725,398.769
KAZ,male,341.942,323.669,294.456
KAZ,female,364.232,282.099,347.711
KAZ,male,342.297,274.717,345.576
KAZ,female,472.671,542.093,430.923
KAZ,male,383.335,394.571,441.655
KAZ,male,360.719,412.185,349.222
KAZ,male,488.466,385.046,515.944
KAZ,female,324.598,274.618,289.773
KAZ,female,285.455,376.371,279.616
KAZ,female,356.504,271.657,319.189
KAZ,male,317.396,222.305,326.488
KAZ,male,372.776,260.919,389.448
KAZ,male,352.288,246.169,333.612
KAZ,male,474.137,434.499,458.284
KAZ,female,468.88,475.754,403.609
KAZ,female,395.472,453.386,408.049
KAZ,female,407.452,300.809,457.849
KAZ,male,479.248,370.638,404.536
KAZ,female,474.736,432.964,475.986
KAZ,male,388.853,321.172,454.197
KAZ,female,448.433,421.229,464.651
KAZ,female,466.95,298.75,409.281
KAZ,male,493.098,502.673,497.374
KAZ,male,247.413,295.32,308.705
KAZ,female,389.955,374.588,424.507
KAZ,female,429.884,403.482,393.888
KAZ,female,423.627,354.511,418.813
KAZ,male,516.738,394.29,445.707
KAZ,female,481.982,396.276,450.241
KAZ,female,512.778,367.41,392.747
KAZ,female,418.342,355.15,267.401
KAZ,female,411.218,376.961,312.815
KAZ,female,450.69,339.638,395.884
KAZ,female,425.792,403.167,476.869
KAZ,female,329.615,365.262,282.526
KAZ,female,567.474,578.555,616.796
KAZ,female,353.925,404.923,373.86
KAZ,female,511.379,524.887,545.471
KAZ,male,438.686,337.948,402.041
KAZ,female,530.002,424.886,477.096
KAZ,female,433.915,410.524,464.472
KAZ,male,504.597,468.481,433.699
KAZ,male,439.188,363.229,485.406
KAZ,male,685.626,437.688,532.482
KAZ,male,409.063,352.984,447.619
KAZ,female,406.347,423.482,468.753
KAZ,male,345.779,275.142,296.608
KAZ,male,317.75,251.525,365.37
KAZ,female,392.071,333.797,350.672
KAZ,male,466.959,372.182,522.999
KAZ,female,393.367,414.814,457.33
KAZ,female,407.088,401.023,397.018
KAZ,female,539.669,428.556,464.032
KAZ,female,525.209,480.725,456.14
KAZ,female,486.093,349.994,441.359
KAZ,male,487.696,400.614,474.597
KAZ,female,312.03,349.167,364.219
KAZ,male,363.318,347.752,337.708
KAZ,male,462.627,399.175,327.407
KAZ,male,310.704,248.958,304.084
KAZ,female,508.78,358.333,460.538
KAZ,female,379.025,382.41,376.004
KAZ,female,511.609,614.738,563.898
KAZ,male,590.901,523.957,592.674
KAZ,female,521.483,488.18,483.097
KAZ,female,501.529,333.687,430.921
KAZ,male,424.05,321.367,365.409
KAZ,female,491.933,380.275,441.494
KAZ,male,395.688,397.413,422.652
KAZ,male,432.88,443.479,463.035
KAZ,female,450.645,523.321,479.736
KAZ,male,608.119,471.931,531.375
KAZ,female,453.936,506.116,563.326
KAZ,female,351.001,408.599,338.928
KAZ,male,323.086,230.121,384.053
KAZ,male,299.226,295.429,341.144
KAZ,female,436.085,425.899,486.041
KAZ,female,577.613,506.616,517.153
KAZ,male,338.02,193.544,310.195
KAZ,male,581.237,617.301,662.428
KAZ,male,402.596,402.166,369.813
KAZ,male,392.325,343.838,405.734
KAZ,male,422.238,505.285,495.689
KAZ,male,421.232,302.471,365.374
KAZ,female,348.599,287.538,286.144
KAZ,female,483.252,374.156,423.403
KAZ,female,333.387,373.835,417.176
KAZ,male,402.443,380.56,387.42
KAZ,male,507.442,480.802,430.809
KAZ,female,369.043,422.543,357.232
KAZ,female,358.747,376.851,398.829
KAZ,male,470.918,502.528,545.774
KAZ,female,537.175,418.69,439.223
KAZ,male,575.575,560.825,606.032
KAZ,male,358.702,405.564,345.815
KAZ,male,500.297,404.58,493.501
KAZ,male,453.742,381.109,445.011
KAZ,female,652.656,575.44,683.064
KAZ,male,376.346,353.55,339.527
KAZ,male,455.808,415.229,401.57
KAZ,male,459.963,370.589,404.944
KAZ,female,412.039,365.276,426.853
KAZ,female,376.974,267.293,361.555
KAZ,female,421.851,392.242,440.28
KAZ,male,462.549,415.433,482.791
KAZ,female,462.325,386.933,405.876
KAZ,male,336.675,294.295,383.981
KAZ,female,478.715,437.459,520.837
KAZ,male,272.525,289.356,406.206
KAZ,male,391.201,300.29,414.794
KAZ,female,397.468,377.979,459.73
KAZ,male,413.031,441.712,436.182
KAZ,male,525.381,460.746,464.473
KAZ,female,486.3,488.923,448.064
KAZ,female,517.898,424.81,508.499
KAZ,male,643.513,588.493,595.132
KAZ,male,470.736,335.681,400.066
KAZ,male,363.759,306.117,411.141
KAZ,male,619.348,411.274,487.089
KAZ,female,504.04,451.516,466.683
KAZ,female,422.101,392.348,366.819
KAZ,female,337.423,387.517,408.791
KAZ,female,483.377,542.458,516.82
KAZ,male,486.352,410.737,477.979
KAZ,female,393.979,376.8,332.9
KAZ,female,509.638,418.367,477.588
KAZ,female,463.313,440.908,446.171
KAZ,male,439.878,369.135,459.995
KAZ,female,487.549,496.123,508.004
KAZ,female,410.609,304.566,328.654
KAZ,male,509.019,572.345,545.253
KAZ,female,392.083,354.905,444.707
KAZ,male,501.515,468.908,536.573
KAZ,female,612.594,548.117,576.595
KAZ,male,378.849,370.22,423.978
KAZ,male,413.104,345.774,428.88
KAZ,female,430.425,411.584,478.724
KAZ,male,391.857,354.278,412.747
KAZ,male,395.523,427.044,383.853
KAZ,female,293.641,259.349,308.134
KAZ,female,394.759,377.684,293.973
KAZ,female,418.038,386.507,391.631
KAZ,female,433.536,298.634,405.026
KAZ,female,242.428,275.555,214.251
KAZ,male,362.131,306.848,332.074
KAZ,female,489.895,501.653,467.28
KAZ,male,577.112,564.663,645.782
KAZ,female,325.906,370.133,383.983
KAZ,male,365.132,401.524,334.275
KAZ,female,458.026,522.665,592.865
KAZ,male,588.676,314.345,487.687
KAZ,male,378.126,334.564,341.666
KAZ,female,407.397,324.352,445.552
KAZ,male,419.247,385.705,412.192
KAZ,male,461.88,353.408,506.029
KAZ,male,388.601,285.963,345.44
KAZ,male,331.402,251.467,311.379
KAZ,male,505.252,587.013,636.175
KAZ,male,668.925,501.805,597.815
KAZ,male,465.336,331.048,473.105
KAZ,female,405.104,352.829,436.774
KAZ,female,298.869,355.529,367.533
KAZ,male,570.152,428.373,528.003
KAZ,male,482.125,515.059,492.487
KAZ,male,355.772,345.664,307.44
KAZ,male,429.91,412.865,447.563
KAZ,female,463.384,415.271,509.071
KAZ,female,462.521,442.655,427.959
KAZ,female,306.977,333.566,259.134
KAZ,female,290.395,347.891,331.011
KAZ,male,413.073,440.339,520.988
KAZ,female,395.186,382.503,376.97
KAZ,male,322.656,341.031,350.089
KAZ,female,445.309,414.361,438.093
KAZ,male,715.782,611.534,715.057
KAZ,female,464.836,476.086,423.642
KAZ,female,378.547,346.131,402.175
KAZ,male,485.17,485.619,551.354
KAZ,male,362.543,352.469,400.633
KAZ,female,347.875,324.426,354.719
KAZ,male,508.931,490.459,498.045
KAZ,male,370.069,348.687,389.875
KAZ,male,346.652,370.413,408.128
KAZ,female,517.973,442.956,498.413
KAZ,male,455.069,486.519,432.896
KAZ,female,522.65,481.276,522.347
KAZ,female,343.172,332.109,299.827
KAZ,male,472.051,576.683,554.336
KAZ,male,642.359,550.12,628.75
KAZ,female,492.79,507.517,494.279
KAZ,female,418.959,441.827,398.267
KAZ,male,299.531,298.868,396.437
KAZ,female,342.276,407.292,357.881
KAZ,female,391.865,330.765,373.804
KAZ,male,477.968,454.757,538.228
KAZ,male,322.763,360.179,405.543
KAZ,female,519.647,401.146,565.776
KAZ,male,416.439,364.838,396.519
KAZ,male,522.158,604.764,573.398
KAZ,male,494.651,473.328,473.642
KAZ,male,370.623,322.744,425.02
KAZ,female,508.437,449.326,409.144
KAZ,male,392.829,302.459,320.154
KAZ,male,457.67,387.376,500.437
KAZ,male,374.799,326.726,332.461
KAZ,male,405.793,294.076,336.818
KAZ,female,440.974,399.665,423.098
KAZ,male,471.444,506.078,534.776
KAZ,female,496.22,643.23,603.639
KAZ,female,513.066,491.123,497.413
KAZ,male,368.876,334.518,397.235
KAZ,female,438.314,435.724,437.832
KAZ,female,433.205,402.126,477.591
KAZ,male,645.859,487.469,590.084
KAZ,male,386.748,316.369,417.567
KAZ,female,307.334,327.18,347.623
KAZ,female,668.639,488.317,573.961
KAZ,male,322.722,341.26,342.753
KAZ,female,419.349,330.555,398.257
KAZ,female,452.231,439.614,459.96
KAZ,male,522.097,451.678,532.911
KAZ,male,349.58,349.818,387.037
KAZ,female,551.447,579.79,561.653
KAZ,female,338.761,307.339,278.216
KAZ,male,327.814,316.079,412.505
KAZ,male,536.389,447.724,407.837
KAZ,male,280.842,242.633,300.448
KAZ,male,426.396,419.869,451.218
KAZ,female,387.872,453.773,361.806
KAZ,female,480.04,456.146,540.506
KAZ,female,491.82,406.744,397.525
KAZ,male,549.443,504.587,620.206
KAZ,male,416.197,337.153,405.635
KAZ,male,590.901,588.032,670.938
KAZ,male,433.499,291.633,420.539
KAZ,female,557.995,459.851,549.335
KAZ,female,258.383,259.384,219.928
KAZ,female,603.588,635.461,599.917
KAZ,female,540.096,432.108,445.865
KAZ,male,374.176,355.932,423.077
KAZ,male,411.514,374.372,393.17
KAZ,female,484.71,497.167,511.417
KAZ,female,355.626,310.846,391.978
KAZ,male,406.675,475.878,369.515
KAZ,female,356.765,386.062,378.138
KAZ,male,380.088,321.334,391.806
KAZ,male,477.362,357,397.982
KAZ,male,340.464,362.722,350.489
KAZ,male,347.725,285.619,380.611
KAZ,male,447.157,348.015,392.848
KAZ,male,321.478,268.115,274.097
KAZ,male,463.482,358.625,457.07
KAZ,male,448.05,349.815,388.399
KAZ,female,261.052,298.997,292.872
KAZ,male,397.023,307.525,368.659
KAZ,male,383.888,392.034,423.356
KAZ,female,558.446,490.626,469.301
KAZ,male,460.255,479.194,455.112
KAZ,female,484.665,402.977,433.367
KAZ,male,375.945,384.328,377.687
KAZ,male,575.479,525.604,527.082
KAZ,male,362.747,381.126,349.123
KAZ,male,554.459,371.889,489.701
KAZ,female,402.875,370.467,394.994
KAZ,male,507.425,422.863,441.059
KAZ,male,446.944,296.575,391.365
KAZ,female,372.222,290.576,393.087
KAZ,female,405.028,302.414,315.443
KAZ,male,324.748,284.281,292.439
KAZ,male,411.91,372.825,353.356
KAZ,female,431.477,384.007,366.694
KAZ,female,475.748,398.189,449.7
KAZ,male,403.979,432.975,479.044
KAZ,male,373.623,363.145,438.795
KAZ,female,556.707,589.56,516.276
KAZ,male,377.189,390.735,529.094
KAZ,male,529.989,488.143,540.101
KAZ,female,407.947,334.12,399.263
KAZ,male,451.53,413.329,483.261
KAZ,female,481.862,458.97,436.808
KAZ,male,394.76,362.768,456.02
KAZ,female,529.861,344.911,449.983
KAZ,female,274.102,343.523,313.019
KAZ,male,656.381,516.041,569.407
KAZ,female,263.724,205.618,278.722
KAZ,male,473.77,441.638,498.533
KAZ,male,511.537,273.588,425.128
KAZ,female,442.146,419.172,361.809
KAZ,male,502.638,416.545,539.274
KAZ,female,418.071,355.102,376.825
KAZ,male,556.41,485.249,481.816
KAZ,male,320.061,435.384,430.614
KAZ,male,484.496,533.637,525.803
KAZ,female,445.67,500.131,524.61
KAZ,male,524.032,568.34,554.911
KAZ,male,461.584,402.529,456.962
KAZ,female,524.492,394.955,492.978
KAZ,male,559.926,598.043,644.821
KAZ,male,599.659,614.521,571.657
KAZ,female,503.753,529.804,561.26
KAZ,female,520.425,557.765,495.859
KAZ,female,386.572,333.652,387.46
KAZ,male,503.618,582.895,552.941
KAZ,female,620.475,445.186,570.749
KAZ,female,455.162,591.863,594.627
KAZ,female,430.237,412.002,346.774
KAZ,male,326.05,326.866,354.783
KAZ,female,415.744,296.096,414.962
KAZ,male,563.906,502.932,509.751
KAZ,female,429.32,459.887,487.48
KAZ,male,350.988,362.574,301.462
KAZ,female,243.011,346.289,279.036
KAZ,female,416.508,379.336,455.992
KAZ,female,395.46,430.809,460
KAZ,female,318.045,301.02,288.384
KAZ,male,511.174,264.585,363.378
KAZ,male,348.2,437.427,531.057
KAZ,female,483.861,420.553,451.668
KAZ,male,321.024,289.416,292.682
KAZ,female,431.864,444.678,454.703
KAZ,female,568.975,446.992,471.697
KAZ,male,336.141,280.923,391.437
KAZ,female,360.93,372.225,364.14
KAZ,male,377.884,306.372,398.977
KAZ,male,351.387,238.343,391.194
KAZ,female,445.795,428.536,531.864
KAZ,female,466.905,535.384,495.436
KAZ,male,405.375,276.541,327.618
KAZ,male,377.24,298.46,269.534
KAZ,male,567,615.404,604.199
KAZ,female,407.461,416.081,473.922
KAZ,male,452.286,389.27,468.606
KAZ,male,466.643,317.838,435.063
KAZ,male,387.697,369.123,423.927
KAZ,female,385.538,299.074,377.716
KAZ,male,420.273,366.485,410.78
KAZ,male,475.037,468.895,507.824
KAZ,male,357.166,424.866,365.365
KAZ,male,352.124,399.045,430.651
KAZ,male,496.417,463.027,542.923
KAZ,female,426.746,351.118,367.25
KAZ,female,309.623,291.437,317.801
KAZ,male,373.604,335.592,419.796
KAZ,female,452.4,430.557,453.395
KAZ,male,524.043,446.046,464.075
KAZ,female,329.935,390.094,298.385
KAZ,male,466.835,397.995,497.581
KAZ,male,570.597,438.459,484.478
KAZ,male,532.746,519.471,507.673
KAZ,female,388.687,450.63,390.504
KAZ,male,401.076,318.402,271.769
KAZ,male,382.279,431.225,392.394
KAZ,male,476.675,384.836,380.483
KAZ,female,483.724,439.914,490.844
KAZ,female,354.662,392.817,391.291
KAZ,male,363.648,303.758,401.261
KAZ,male,494.331,442.961,442.494
KAZ,female,488.85,379.993,457.848
KAZ,male,388.959,309.946,437.179
KAZ,female,420.718,470.721,559.656
KAZ,male,311.115,288.295,384.962
KAZ,male,317.999,343.788,392.019
KAZ,female,514.229,403.84,492.432
KAZ,female,477.987,594.894,551.048
KAZ,female,436.172,382.875,465.952
KAZ,male,453.969,351.285,424.835
KAZ,female,630.86,639.1,636.753
KAZ,female,360.223,334.835,335.143
KAZ,male,408.714,376.058,426.998
KAZ,female,508.223,513.252,568.975
KAZ,male,611.047,482.118,505.53
KAZ,female,299.409,296.92,311.839
KAZ,male,303.27,312.872,355.087
KAZ,male,499.432,414.054,382.07
KAZ,male,612.905,528.56,546.922
KAZ,female,412.083,376.817,364.246
KAZ,female,422.139,445.635,355.433
KAZ,male,378.274,314.214,347.851
KAZ,male,424.654,406.505,414.587
KAZ,male,589.703,527.781,611.935
KAZ,female,513.246,406.828,516.734
KAZ,male,488.788,418.612,508.607
KAZ,female,284.816,388.485,369.157
KAZ,female,509.358,482.463,486.507
KAZ,male,542.669,479.923,513.622
KAZ,male,476.324,480.472,532.275
KAZ,female,464.216,475.47,465.697
KAZ,male,539.78,472.241,619.919
KAZ,female,320.373,451.78,416.62
KAZ,female,485.037,468.88,470.364
KAZ,female,328.126,344.563,422.539
KAZ,female,414.901,394.12,405.411
KAZ,male,514.599,474.988,464.486
KAZ,female,383.584,422.98,363.264
KAZ,female,429.104,473.45,523.343
KAZ,female,621.041,589.193,629.067
KAZ,male,600.736,525.314,607.238
KAZ,female,551.163,549.858,500.885
KAZ,male,394.038,390.06,445.61
KAZ,female,415.151,425.147,442.371
KAZ,female,450.454,562.691,536.45
KAZ,female,639.619,572.952,583.379
KAZ,male,532.104,344.119,434.761
KAZ,male,464.564,447.567,545.415
KAZ,male,372.411,355.218,433.702
KAZ,female,387.439,388.531,291.461
KAZ,female,470.116,484.25,508.839
KAZ,female,320.575,243.773,256.553
KAZ,male,395.053,376.288,395.857
KAZ,female,478.383,363.43,433.498
KAZ,female,549.615,556.979,565.489
KAZ,male,413.234,398.675,426.612
KAZ,female,412.096,456.694,387.206
KAZ,female,491.917,500.944,475.478
KAZ,male,451.587,422.136,450.962
KAZ,male,389.063,305.82,344.575
KAZ,female,448.31,389.496,383.482
KAZ,female,629.913,619.731,686.715
KAZ,female,461.327,323.267,372.746
KAZ,female,457.849,551.624,540.933
KAZ,male,551.177,550.179,637.066
KAZ,female,490.079,349.546,411.249
KAZ,male,444.976,336.538,428.031
KAZ,male,548.812,459.431,548.12
KAZ,male,396.786,434.603,428.114
KAZ,female,415.873,396.184,416.047
KAZ,male,437.93,401.844,452.335
KAZ,female,638.626,624.278,608.041
KAZ,male,466.018,468.033,438.133
KAZ,male,465.634,406.988,496.423
KAZ,male,519.646,511.695,505.32
KAZ,male,481.113,424.671,492.31
KAZ,male,434.099,352.428,418.294
KAZ,female,520.776,519.816,458.049
KAZ,female,539.794,482.538,528.523
KAZ,female,591.652,548.544,543.518
KAZ,male,403.578,288.547,408.426
KAZ,female,504.317,468.134,455.373
KAZ,female,426.386,364.259,464.366
KAZ,male,524.741,453.962,522.722
KAZ,male,348.992,306.339,303.335
KAZ,male,323.159,280.904,296.581
KAZ,female,471.493,403.239,393.707
KAZ,female,415.711,395.239,334.359
KAZ,male,307.038,365.397,363.909
KAZ,male,373.211,328.745,304.378
KAZ,male,468.287,353.299,538.711
KAZ,female,502.877,638.243,532.053
KAZ,female,291.395,252.123,315.988
KAZ,male,368.627,379.806,386.749
KAZ,female,473.617,450.018,535.508
KAZ,female,536.795,484.251,559.911
KAZ,male,545.732,486.55,553.457
KAZ,male,636.715,584.498,593.701
KAZ,female,563.095,506.752,501.565
KAZ,female,372.727,396.239,436.886
KAZ,male,526.385,427.881,491.59
KAZ,female,429.323,400.184,430.557
KAZ,male,595.983,460.111,498.631
KAZ,female,380.823,410.246,365.136
KAZ,female,401.103,380.585,345.476
KAZ,female,456.131,347.154,423.595
KAZ,male,507.325,382.217,427.705
KAZ,female,431.693,393.428,456.494
KAZ,male,333.959,302.195,357.975
KAZ,male,484.078,446.476,464.354
KAZ,male,371.849,274.429,321.301
KAZ,female,403.391,335.566,386.913
KAZ,female,576.462,536.183,548.194
KAZ,female,463.471,470.872,466.899
KAZ,male,440.661,358.453,348.306
KAZ,female,354.271,328.594,358.188
KAZ,male,433.867,379.68,494.354
KAZ,female,325.045,396.408,409.708
KAZ,male,541.337,487.561,516.75
KAZ,male,470.234,406.333,467.376
KAZ,female,430.705,365.665,332.12
KAZ,male,589.48,550.184,523.569
KAZ,male,381.729,328.857,367.317
KAZ,female,570.372,283.873,435.724
KAZ,male,368.833,414.477,448.864
KAZ,female,386.585,351.353,422.472
